machine,app,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,duration
quartz,laghos,1,404000000.0,552000000.0,158000000.0,1900000000.0,6000000.0,0.0,0.0,0.0,0.0,260847.0,240919198.0,174391164.0,37771.0,2174658.0,18000000.0,0.0333
quartz,laghos,1,448000000.0,614000000.0,176000000.0,2112000000.0,4000000.0,2000000.0,0.0,0.0,0.0,291033.0,268238836.0,193661793.0,37771.0,2174959.0,22000000.0,0.0333
quartz,laghos,1,446000000.0,614000000.0,176000000.0,2114000000.0,6000000.0,2000000.0,0.0,0.0,0.0,291211.0,268352327.0,193840155.0,37771.0,2174962.0,20000000.0,0.0333
quartz,laghos,1,492000000.0,676000000.0,194000000.0,2322000000.0,6000000.0,2000000.0,0.0,0.0,0.0,318597.0,294705151.0,212096112.0,37771.0,2175330.0,24000000.0,0.05
quartz,laghos,1,492000000.0,672000000.0,194000000.0,2320000000.0,6000000.0,2000000.0,0.0,0.0,0.0,317967.0,293128235.0,212070358.0,37771.0,2175330.0,24000000.0,0.0666
quartz,laghos,1,1042000000.0,2424000000.0,776000000.0,7526000000.0,44000000.0,20000000.0,0.0,0.0,0.0,419863.0,1418845986.0,1017911203.0,37771.0,2175633.0,114000000.0,0.05
quartz,laghos,1,1042000000.0,2424000000.0,776000000.0,7526000000.0,44000000.0,20000000.0,0.0,0.0,0.0,420220.0,1420711422.0,1017222387.0,37771.0,2175633.0,108000000.0,0.05
quartz,laghos,1,1216000000.0,2828000000.0,906000000.0,8782000000.0,50000000.0,22000000.0,0.0,0.0,0.0,490468.0,1655664716.0,1184027904.0,37771.0,2176245.0,134000000.0,0.05
quartz,laghos,1,1216000000.0,2826000000.0,906000000.0,8780000000.0,52000000.0,22000000.0,0.0,0.0,0.0,490091.0,1654315299.0,1186637190.0,37771.0,2176245.0,134000000.0,0.0666
quartz,laghos,1,1386000000.0,3224000000.0,1034000000.0,10012000000.0,28000000.0,26000000.0,0.0,0.0,0.0,559471.0,1884760362.0,1353871740.0,37771.0,2176853.0,156000000.0,0.05
quartz,laghos,1,1388000000.0,3226000000.0,1034000000.0,10014000000.0,36000000.0,26000000.0,0.0,0.0,0.0,559651.0,1886199521.0,1350636205.0,37771.0,2176853.0,150000000.0,0.0666
